"question_id","domain","objective_id","concept","review_basis"
"secplus-38","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-39","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-40","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-41","General Security Concepts","1.4","cryptographic-key-management","existing objective and concept reviewed"
"secplus-42","General Security Concepts","1.4","certificate-status-and-pki","existing objective and concept reviewed"
"secplus-43","General Security Concepts","1.4","certificate-status-and-pki","existing objective and concept reviewed"
"secplus-44","General Security Concepts","1.4","certificate-status-and-pki","existing objective and concept reviewed"
"secplus-45","General Security Concepts","1.4","editorial-reviewed-secondary","existing objective and concept reviewed"
"secplus-46","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-47","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-48","General Security Concepts","1.4","certificate-status-and-pki","existing objective and concept reviewed"
"secplus-49","General Security Concepts","1.4","encryption-and-key-exchange","existing objective and concept reviewed"
"secplus-50","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-51","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-52","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-53","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-54","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-55","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-56","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-57","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-58","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-59","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-60","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-61","General Security Concepts","1.2","security-principles","existing objective and concept reviewed"
"secplus-62","General Security Concepts","1.2","security-principles","existing objective and concept reviewed"
"secplus-63","General Security Concepts","1.2","authentication-and-core-principles","editorial reassignment during structured audit"
"secplus-64","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-65","Security Program Management and Oversight","5.2","risk-and-continuity-analysis","editorial reassignment during structured audit"
"secplus-66","Security Program Management and Oversight","5.2","risk-and-continuity-analysis","editorial reassignment during structured audit"
"secplus-67","Security Program Management and Oversight","5.2","risk-and-continuity-analysis","editorial reassignment during structured audit"
"secplus-68","General Security Concepts","1.2","security-principles","existing objective and concept reviewed"
"secplus-69","General Security Concepts","1.4","encryption-and-key-exchange","existing objective and concept reviewed"
"secplus-70","Security Program Management and Oversight","5.2","risk-and-continuity-analysis","editorial reassignment during structured audit"
"secplus-71","General Security Concepts","1.2","security-principles","existing objective and concept reviewed"
"secplus-72","General Security Concepts","1.3","change-management","existing objective and concept reviewed"
"secplus-73","General Security Concepts","1.3","change-management","existing objective and concept reviewed"
"secplus-74","General Security Concepts","1.3","change-management","existing objective and concept reviewed"
"secplus-75","General Security Concepts","1.3","change-management","existing objective and concept reviewed"
"secplus-76","General Security Concepts","1.3","change-management","existing objective and concept reviewed"
"secplus-77","General Security Concepts","1.3","change-governance","editorial reassignment during structured audit"
"secplus-78","General Security Concepts","1.3","change-management","existing objective and concept reviewed"
"secplus-79","General Security Concepts","1.2","security-principles","existing objective and concept reviewed"
"secplus-80","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-81","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-82","General Security Concepts","1.4","encryption-and-key-exchange","existing objective and concept reviewed"
"secplus-83","General Security Concepts","1.4","certificate-status-and-pki","existing objective and concept reviewed"
"secplus-84","General Security Concepts","1.4","certificate-status-and-pki","existing objective and concept reviewed"
"secplus-85","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-86","General Security Concepts","1.4","encryption-and-key-exchange","existing objective and concept reviewed"
"secplus-87","General Security Concepts","1.4","encryption-and-key-exchange","existing objective and concept reviewed"
"secplus-88","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-89","General Security Concepts","1.4","encryption-and-key-exchange","existing objective and concept reviewed"
"secplus-90","General Security Concepts","1.4","certificate-status-and-pki","existing objective and concept reviewed"
"secplus-91","Threats, Vulnerabilities, and Mitigations","2.1","nation-state-and-organized-crime","existing objective and concept reviewed"
"secplus-92","Threats, Vulnerabilities, and Mitigations","2.1","hacktivist-and-unskilled-actors","existing objective and concept reviewed"
"secplus-93","Threats, Vulnerabilities, and Mitigations","2.1","hacktivist-and-unskilled-actors","existing objective and concept reviewed"
"secplus-94","Threats, Vulnerabilities, and Mitigations","2.1","insider-and-shadow-it","existing objective and concept reviewed"
"secplus-95","Threats, Vulnerabilities, and Mitigations","2.1","insider-and-shadow-it","existing objective and concept reviewed"
"secplus-96","Threats, Vulnerabilities, and Mitigations","2.1","insider-and-shadow-it","existing objective and concept reviewed"
"secplus-97","Threats, Vulnerabilities, and Mitigations","2.1","actor-motivation-and-capability","existing objective and concept reviewed"
"secplus-98","Threats, Vulnerabilities, and Mitigations","2.1","nation-state-and-organized-crime","existing objective and concept reviewed"
"secplus-99","Threats, Vulnerabilities, and Mitigations","2.1","insider-and-shadow-it","existing objective and concept reviewed"
"secplus-100","Threats, Vulnerabilities, and Mitigations","2.1","insider-and-shadow-it","existing objective and concept reviewed"
"secplus-101","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-102","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-103","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-104","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-105","Threats, Vulnerabilities, and Mitigations","2.2","social-engineering-and-physical-vectors","editorial reassignment during structured audit"
"secplus-106","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-107","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-108","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-109","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-110","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-111","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-112","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-113","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-114","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-115","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-116","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-117","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-118","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-119","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-120","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-121","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-122","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-123","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-124","Threats, Vulnerabilities, and Mitigations","2.4","attack-behavior-and-indicators","editorial reassignment during structured audit"
"secplus-125","Security Operations","4.8","incident-exercises-and-response","editorial reassignment during structured audit"
"secplus-126","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-127","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-128","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-129","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-130","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-131","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-132","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-133","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-134","Threats, Vulnerabilities, and Mitigations","2.5","hardening-and-access-mitigation","editorial reassignment during structured audit"
"secplus-135","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-136","Security Operations","4.1","secure-baselines-and-endpoints","editorial reassignment during structured audit"
"secplus-137","Security Operations","4.4","monitoring-intelligence-and-metrics","editorial reassignment during structured audit"
"secplus-138","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-139","Security Operations","4.2","asset-lifecycle-and-disposal","editorial reassignment during structured audit"
"secplus-140","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-141","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-142","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-143","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-144","Threats, Vulnerabilities, and Mitigations","2.1","insider-and-shadow-it","existing objective and concept reviewed"
"secplus-145","Threats, Vulnerabilities, and Mitigations","2.1","nation-state-and-organized-crime","existing objective and concept reviewed"
"secplus-146","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-147","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-148","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-149","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-150","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-151","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-152","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-153","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-154","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-155","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-156","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-157","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-158","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-159","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-160","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-161","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-162","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-163","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-164","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-165","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-166","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-167","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-168","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-169","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-170","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-171","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-172","Threats, Vulnerabilities, and Mitigations","2.4","attack-behavior-and-indicators","editorial reassignment during structured audit"
"secplus-173","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-174","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-175","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-176","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-177","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-178","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-179","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-180","Security Operations","4.6","identity-access-and-account-lifecycle","editorial reassignment during structured audit"
"secplus-181","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-182","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-183","Threats, Vulnerabilities, and Mitigations","2.5","hardening-and-access-mitigation","editorial reassignment during structured audit"
"secplus-184","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-185","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-186","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-187","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-188","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-189","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-190","Threats, Vulnerabilities, and Mitigations","2.5","hardening-and-access-mitigation","editorial reassignment during structured audit"
"secplus-241","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-242","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-243","Threats, Vulnerabilities, and Mitigations","2.2","social-engineering-and-physical-vectors","editorial reassignment during structured audit"
"secplus-244","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-245","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-246","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-247","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-248","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-249","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-250","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-251","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-252","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-253","Threats, Vulnerabilities, and Mitigations","2.4","attack-behavior-and-indicators","editorial reassignment during structured audit"
"secplus-254","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-255","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-256","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-257","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-258","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-259","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-260","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-261","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-262","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-263","Security Architecture","3.2","infrastructure-and-access-architecture","editorial reassignment during structured audit"
"secplus-264","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-265","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-266","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-267","Security Architecture","3.4","resilience-and-recovery-design","editorial reassignment during structured audit"
"secplus-268","Security Architecture","3.3","data-protection","existing objective and concept reviewed"
"secplus-269","Security Architecture","3.3","data-protection","existing objective and concept reviewed"
"secplus-270","Security Architecture","3.3","data-protection","existing objective and concept reviewed"
"secplus-271","Security Architecture","3.3","data-protection","existing objective and concept reviewed"
"secplus-272","Security Architecture","3.3","data-protection","existing objective and concept reviewed"
"secplus-273","Security Operations","4.3","vulnerability-and-patch-operations","editorial reassignment during structured audit"
"secplus-274","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-275","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-276","Security Architecture","3.3","data-protection","existing objective and concept reviewed"
"secplus-277","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-278","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-279","Security Architecture","3.3","cryptographic-data-protection","editorial reassignment during structured audit"
"secplus-280","Security Architecture","3.2","infrastructure-and-access-architecture","editorial reassignment during structured audit"
"secplus-281","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-282","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-283","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-284","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-285","Security Architecture","3.3","data-protection","existing objective and concept reviewed"
"secplus-286","Security Architecture","3.3","data-protection","existing objective and concept reviewed"
"secplus-287","General Security Concepts","1.3","change-governance","editorial reassignment during structured audit"
"secplus-288","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-289","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-290","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-191","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-192","Threats, Vulnerabilities, and Mitigations","2.2","social-engineering-and-physical-vectors","editorial reassignment during structured audit"
"secplus-193","Threats, Vulnerabilities, and Mitigations","2.2","social-engineering-and-physical-vectors","editorial reassignment during structured audit"
"secplus-194","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-195","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-196","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-197","Threats, Vulnerabilities, and Mitigations","2.2","social-engineering-and-physical-vectors","editorial reassignment during structured audit"
"secplus-198","Threats, Vulnerabilities, and Mitigations","2.1","editorial-reviewed-secondary","existing objective and concept reviewed"
"secplus-199","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-200","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-201","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-202","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-203","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-204","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-205","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-206","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-207","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-208","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-209","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-210","Threats, Vulnerabilities, and Mitigations","2.1","editorial-reviewed-secondary","existing objective and concept reviewed"
"secplus-211","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-212","Threats, Vulnerabilities, and Mitigations","2.3","software-and-cryptographic-weaknesses","editorial reassignment during structured audit"
"secplus-213","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-214","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-215","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-216","Threats, Vulnerabilities, and Mitigations","2.1","actor-motivation-and-capability","existing objective and concept reviewed"
"secplus-217","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-218","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-219","Threats, Vulnerabilities, and Mitigations","2.5","mitigations","existing objective and concept reviewed"
"secplus-220","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-221","Threats, Vulnerabilities, and Mitigations","2.1","editorial-reviewed-secondary","existing objective and concept reviewed"
"secplus-222","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-223","Threats, Vulnerabilities, and Mitigations","2.4","attack-behavior-and-indicators","editorial reassignment during structured audit"
"secplus-224","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-225","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-226","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-227","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-228","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-229","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-230","Threats, Vulnerabilities, and Mitigations","2.2","social-engineering-and-physical-vectors","editorial reassignment during structured audit"
"secplus-231","Threats, Vulnerabilities, and Mitigations","2.1","insider-and-shadow-it","existing objective and concept reviewed"
"secplus-232","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-233","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-234","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-235","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-236","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-237","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-238","Threats, Vulnerabilities, and Mitigations","2.4","malicious-indicators","existing objective and concept reviewed"
"secplus-239","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-240","Threats, Vulnerabilities, and Mitigations","2.3","software-and-cryptographic-weaknesses","editorial reassignment during structured audit"
"secplus-291","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-292","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-293","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-294","Security Architecture","3.3","cryptographic-data-protection","editorial reassignment during structured audit"
"secplus-295","Security Architecture","3.3","cryptographic-data-protection","editorial reassignment during structured audit"
"secplus-296","Security Architecture","3.3","cryptographic-data-protection","editorial reassignment during structured audit"
