"questionId","domain","objectiveId","conceptId","type","contentSignatureGroupSize","signatureObjectiveCount","reviewStatus","reviewRationale"
"aplus-core1-016","Mobile Devices","1.1","aplus-core1-1.1-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-017","Mobile Devices","1.2","aplus-core1-1.2-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-018","Mobile Devices","1.3","aplus-core1-1.3-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-019","Mobile Devices","1.2","aplus-core1-1.2-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-020","Mobile Devices","1.1","aplus-core1-1.1-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-021","Mobile Devices","1.2","aplus-core1-1.2-10","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-022","Mobile Devices","1.3","aplus-core1-1.3-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-023","Mobile Devices","1.3","aplus-core1-1.3-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-024","Mobile Devices","1.2","aplus-core1-1.2-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-025","Mobile Devices","1.1","aplus-core1-1.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-026","Mobile Devices","1.2","aplus-core1-1.2-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-027","Mobile Devices","1.1","aplus-core1-1.1-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-028","Mobile Devices","1.2","aplus-core1-1.2-06","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-029","Mobile Devices","1.3","aplus-core1-1.3-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-030","Mobile Devices","1.2","aplus-core1-1.2-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-031","Mobile Devices","1.1","aplus-core1-1.1-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-032","Mobile Devices","1.2","aplus-core1-1.2-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-033","Mobile Devices","1.3","aplus-core1-1.3-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-034","Mobile Devices","1.3","aplus-core1-1.3-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-035","Mobile Devices","1.2","aplus-core1-1.2-02","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-036","Mobile Devices","1.1","aplus-core1-1.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-037","Mobile Devices","1.2","aplus-core1-1.2-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-038","Mobile Devices","1.1","aplus-core1-1.1-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-039","Mobile Devices","1.2","aplus-core1-1.2-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-040","Mobile Devices","1.3","aplus-core1-1.3-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-041","Mobile Devices","1.2","aplus-core1-1.2-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-042","Mobile Devices","1.1","aplus-core1-1.1-09","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-043","Mobile Devices","1.2","aplus-core1-1.2-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-044","Mobile Devices","1.3","aplus-core1-1.3-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-045","Mobile Devices","1.3","aplus-core1-1.3-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-046","Mobile Devices","1.2","aplus-core1-1.2-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-047","Mobile Devices","1.1","aplus-core1-1.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-048","Mobile Devices","1.2","aplus-core1-1.2-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-049","Mobile Devices","1.1","aplus-core1-1.1-05","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-050","Mobile Devices","1.2","aplus-core1-1.2-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-051","Mobile Devices","1.3","aplus-core1-1.3-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-052","Mobile Devices","1.2","aplus-core1-1.2-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-053","Mobile Devices","1.1","aplus-core1-1.1-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-054","Mobile Devices","1.2","aplus-core1-1.2-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-055","Mobile Devices","1.3","aplus-core1-1.3-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-056","Mobile Devices","1.3","aplus-core1-1.3-01","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-057","Mobile Devices","1.2","aplus-core1-1.2-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-058","Mobile Devices","1.1","aplus-core1-1.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-059","Mobile Devices","1.2","aplus-core1-1.2-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-060","Mobile Devices","1.1","aplus-core1-1.1-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-061","Mobile Devices","1.2","aplus-core1-1.2-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-062","Mobile Devices","1.3","aplus-core1-1.3-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-063","Mobile Devices","1.2","aplus-core1-1.2-08","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-064","Mobile Devices","1.1","aplus-core1-1.1-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-065","Mobile Devices","1.2","aplus-core1-1.2-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-066","Mobile Devices","1.3","aplus-core1-1.3-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-067","Mobile Devices","1.3","aplus-core1-1.3-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-068","Mobile Devices","1.2","aplus-core1-1.2-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-069","Mobile Devices","1.1","aplus-core1-1.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-070","Mobile Devices","1.2","aplus-core1-1.2-04","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-071","Mobile Devices","1.1","aplus-core1-1.1-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-072","Mobile Devices","1.2","aplus-core1-1.2-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-073","Mobile Devices","1.3","aplus-core1-1.3-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-074","Mobile Devices","1.2","aplus-core1-1.2-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-075","Mobile Devices","1.1","aplus-core1-1.1-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-076","Mobile Devices","1.2","aplus-core1-1.2-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-077","Mobile Devices","1.3","aplus-core1-1.3-11","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-078","Mobile Devices","1.3","aplus-core1-1.3-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-079","Mobile Devices","1.2","aplus-core1-1.2-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-080","Mobile Devices","1.1","aplus-core1-1.1-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-081","Mobile Devices","1.2","aplus-core1-1.2-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-082","Mobile Devices","1.1","aplus-core1-1.1-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-083","Mobile Devices","1.2","aplus-core1-1.2-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-084","Mobile Devices","1.3","aplus-core1-1.3-07","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-085","Mobile Devices","1.2","aplus-core1-1.2-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-086","Mobile Devices","1.1","aplus-core1-1.1-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-087","Mobile Devices","1.2","aplus-core1-1.2-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-088","Mobile Devices","1.3","aplus-core1-1.3-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-089","Mobile Devices","1.3","aplus-core1-1.3-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-090","Mobile Devices","1.2","aplus-core1-1.2-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-091","Mobile Devices","1.1","aplus-core1-1.1-03","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-092","Mobile Devices","1.2","aplus-core1-1.2-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-093","Mobile Devices","1.1","aplus-core1-1.1-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-094","Mobile Devices","1.2","aplus-core1-1.2-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-095","Mobile Devices","1.3","aplus-core1-1.3-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-096","Mobile Devices","1.2","aplus-core1-1.2-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-097","Networking","2.1","aplus-core1-2.1-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-098","Networking","2.4","aplus-core1-2.4-02","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-099","Networking","2.3","aplus-core1-2.3-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-100","Networking","2.5","aplus-core1-2.5-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-101","Networking","2.5","aplus-core1-2.5-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-102","Networking","2.6","aplus-core1-2.6-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-103","Networking","2.8","aplus-core1-2.8-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-104","Networking","2.8","aplus-core1-2.8-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-105","Networking","2.8","aplus-core1-2.8-09","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-106","Networking","2.2","aplus-core1-2.2-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-107","Networking","2.1","aplus-core1-2.1-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-108","Networking","2.2","aplus-core1-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-109","Networking","2.3","aplus-core1-2.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-110","Networking","2.4","aplus-core1-2.4-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-111","Networking","2.5","aplus-core1-2.5-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-112","Networking","2.6","aplus-core1-2.6-16","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-113","Networking","2.7","aplus-core1-2.7-17","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-114","Networking","2.7","aplus-core1-2.7-18","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-115","Networking","2.8","aplus-core1-2.8-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-116","Networking","2.1","aplus-core1-2.1-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-117","Networking","2.4","aplus-core1-2.4-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-118","Networking","2.3","aplus-core1-2.3-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-119","Networking","2.5","aplus-core1-2.5-04","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-120","Networking","2.5","aplus-core1-2.5-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-121","Networking","2.6","aplus-core1-2.6-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-122","Networking","2.8","aplus-core1-2.8-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-123","Networking","2.8","aplus-core1-2.8-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-124","Networking","2.8","aplus-core1-2.8-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-125","Networking","2.2","aplus-core1-2.2-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-126","Networking","2.1","aplus-core1-2.1-11","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-127","Networking","2.2","aplus-core1-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-128","Networking","2.3","aplus-core1-2.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-129","Networking","2.4","aplus-core1-2.4-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-130","Networking","2.5","aplus-core1-2.5-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-131","Networking","2.6","aplus-core1-2.6-16","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-132","Networking","2.7","aplus-core1-2.7-17","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-133","Networking","2.7","aplus-core1-2.7-18","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-134","Networking","2.8","aplus-core1-2.8-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-135","Networking","2.1","aplus-core1-2.1-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-136","Networking","2.4","aplus-core1-2.4-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-137","Networking","2.3","aplus-core1-2.3-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-138","Networking","2.5","aplus-core1-2.5-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-139","Networking","2.5","aplus-core1-2.5-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-140","Networking","2.6","aplus-core1-2.6-06","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-141","Networking","2.8","aplus-core1-2.8-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-142","Networking","2.8","aplus-core1-2.8-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-143","Networking","2.8","aplus-core1-2.8-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-144","Networking","2.2","aplus-core1-2.2-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-145","Networking","2.1","aplus-core1-2.1-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-146","Networking","2.2","aplus-core1-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-147","Networking","2.3","aplus-core1-2.3-13","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-148","Networking","2.4","aplus-core1-2.4-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-149","Networking","2.5","aplus-core1-2.5-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-150","Networking","2.6","aplus-core1-2.6-16","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-151","Networking","2.7","aplus-core1-2.7-17","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-152","Networking","2.7","aplus-core1-2.7-18","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-153","Networking","2.8","aplus-core1-2.8-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-154","Networking","2.1","aplus-core1-2.1-01","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-155","Networking","2.4","aplus-core1-2.4-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-156","Networking","2.3","aplus-core1-2.3-03","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-157","Networking","2.5","aplus-core1-2.5-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-158","Networking","2.5","aplus-core1-2.5-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-159","Networking","2.6","aplus-core1-2.6-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-160","Networking","2.8","aplus-core1-2.8-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-161","Networking","2.8","aplus-core1-2.8-08","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-162","Networking","2.8","aplus-core1-2.8-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-163","Networking","2.2","aplus-core1-2.2-10","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-164","Networking","2.1","aplus-core1-2.1-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-165","Networking","2.2","aplus-core1-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-166","Networking","2.3","aplus-core1-2.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-167","Networking","2.4","aplus-core1-2.4-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-168","Networking","2.5","aplus-core1-2.5-15","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-169","Networking","2.6","aplus-core1-2.6-16","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-170","Networking","2.7","aplus-core1-2.7-17","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-171","Networking","2.7","aplus-core1-2.7-18","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-172","Networking","2.8","aplus-core1-2.8-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-173","Networking","2.1","aplus-core1-2.1-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-174","Networking","2.4","aplus-core1-2.4-02","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-175","Networking","2.3","aplus-core1-2.3-03","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-176","Networking","2.5","aplus-core1-2.5-04","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-177","Networking","2.5","aplus-core1-2.5-05","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-178","Networking","2.6","aplus-core1-2.6-06","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-179","Networking","2.8","aplus-core1-2.8-07","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-180","Networking","2.8","aplus-core1-2.8-08","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-181","Networking","2.8","aplus-core1-2.8-09","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-182","Networking","2.2","aplus-core1-2.2-10","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-183","Networking","2.1","aplus-core1-2.1-11","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-184","Networking","2.2","aplus-core1-2.2-12","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-185","Networking","2.3","aplus-core1-2.3-13","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-186","Networking","2.4","aplus-core1-2.4-14","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-187","Networking","2.5","aplus-core1-2.5-15","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-188","Networking","2.6","aplus-core1-2.6-16","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-189","Networking","2.7","aplus-core1-2.7-17","multiple-response","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-190","Networking","2.7","aplus-core1-2.7-18","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-191","Networking","2.8","aplus-core1-2.8-19","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
"aplus-core1-192","Networking","2.1","aplus-core1-2.1-01","single-choice","1","1","reviewed","Unique answer interaction; objective and domain metadata pass structural checks."
